SCHOOL_ID,ABSENCES_FIVE_OR_FEWER_PERCENT_ALL,ABSENCES_SIX_TO_FIFTEEN_PERCENT_ALL,ABSENCES_OVER_15_PERCENT_ALL,ABSENCES_CHRONIC_ABSENT_PERC_ALL,DROPOUT_7-12 Drop Outs -ALL Students,DROPOUT_7-12 Drop Outs -American Indian/Alaskan,DROPOUT_7-12 Drop Outs -Asian/Pacific Islander,DROPOUT_7-12 Drop Outs -Black,DROPOUT_7-12 Drop Outs -Economically Disadvantaged,DROPOUT_7-12 Drop Outs -Female,DROPOUT_7-12 Drop Outs -Hispanic,DROPOUT_7-12 Drop Outs -Male,DROPOUT_7-12 Drop Outs -Multi-Racial,DROPOUT_7-12 Drop Outs -Not Economically Disadvantaged,DROPOUT_7-12 Drop Outs -Students With Disability,DROPOUT_7-12 Drop Outs -Students Without Disability,DROPOUT_7-12 Drop Outs -White,CERTIFICATIONS_Positions_Average Annual Salary_Administrators,CERTIFICATIONS_Positions_Average Annual Salary_PK-12 Teachers,CERTIFICATIONS_Positions_Average Annual Salary_Support Personnel,CERTIFICATIONS_Positions_Average Contract Days_Administrators,CERTIFICATIONS_Positions_Average Contract Days_PK-12 Teachers,CERTIFICATIONS_Positions_Average Contract Days_Support Personnel,CERTIFICATIONS_Positions_Average Daily Salary_Administrators,CERTIFICATIONS_Positions_Average Daily Salary_PK-12 Teachers,CERTIFICATIONS_Positions_Average Daily Salary_Support Personnel,CERTIFICATIONS_Years Experience_Average_Administrators,CERTIFICATIONS_Years Experience_Average_PK-12 Teachers,CERTIFICATIONS_Years Experience_Average_Support Personnel,POVERTY_direct_cert_perc,INEXPERIENCED_Leaders,INEXPERIENCED_Teachers,WAIVED_Teachers,OUT_OF_FIELD_Teachers,GAA_ADEQUATE_PERCENT All Students English Language Arts,GAA_ADEQUATE_PERCENT All Students Mathematics,GAA_ADEQUATE_PERCENT All Students Science,GAA_ADEQUATE_PERCENT All Students Social Studies,GAA_LIMITED_PERCENT All Students English Language Arts,GAA_LIMITED_PERCENT All Students Mathematics,GAA_LIMITED_PERCENT All Students Science,GAA_LIMITED_PERCENT All Students Social Studies,GAA_PARTIAL_PERCENT All Students English Language Arts,GAA_PARTIAL_PERCENT All Students Mathematics,GAA_PARTIAL_PERCENT All Students Science,GAA_PARTIAL_PERCENT All Students Social Studies,GAA_THOROUGH_PERCENT All Students English Language Arts,GAA_THOROUGH_PERCENT All Students Mathematics,GAA_THOROUGH_PERCENT All Students Science,GAA_THOROUGH_PERCENT All Students Social Studies,LEXILE_LEXILE_MID_PERCENT,REVENUE_K-12 Expenditures Debt Services,REVENUE_K-12 Expenditures General Administration,REVENUE_K-12 Expenditures Instruction,REVENUE_K-12 Expenditures Instructional Support,REVENUE_K-12 Expenditures Maintenance and Operations,REVENUE_K-12 Expenditures Media,REVENUE_K-12 Expenditures Pupil Services,REVENUE_K-12 Expenditures Renovation and Capital Projects,REVENUE_K-12 Expenditures School Administration,REVENUE_K-12 Expenditures School food Services,REVENUE_K-12 Expenditures Transportation,INSTN_NAME
6480100,35.6,41.5,22.8,22.6,1.4,,,1.1,2.0,2.0,,,,1.1,,1.3,,85472.94,53730.75,54709.62,218.23,190.49,190.0,391.67,282.06,287.95,17.57,14.18,12.5,16.39999962,55.0,49.0,12.0,,,,,,,,,,,,,,,,,,0.5861182519280206,0.0,0.0,5724.84,1.95,40.14,154.78,299.22,0.0,853.27,0.0,0.0,Chapel Hill High School
6480103,26.4,38.6,35.0,36.2,3.2,,,,3.8,,,,,,,,,92728.0,53572.38,55273.22,230.0,190.0,190.0,403.17,281.96,290.91,18.5,14.1,12.86,33.09999847,,45.0,11.0,,66.7,73.3,,,0.0,0.0,,,13.3,0.0,,,20.0,26.7,,,,0.0,0.0,7301.81,6.7,44.44,241.83,158.45,0.0,804.5,0.0,0.0,Yeager Middle School
6480108,27.1,41.9,31.0,32.3,3.6,,,2.0,4.1,3.3,,3.8,,,,3.6,,88743.67,57247.92,63117.86,221.67,190.0,190.0,400.35,301.3,332.2,18.0,15.32,16.5,28.60000038,,39.0,,,62.5,54.2,,,0.0,0.0,,,4.2,20.8,,,33.3,25.0,,,,0.0,0.0,6364.6,4.54,54.51,151.45,81.65,0.0,850.63,0.0,0.0,Factory Shoals Middle School
6480113,38.0,42.0,20.1,21.4,2.3,,,,,,,,,,,2.4,,80137.6,52798.32,57859.47,212.0,190.0,190.0,378.01,277.89,304.52,17.6,13.13,14.54,24.29999924,33.0,55.0,11.0,,44.4,44.4,27.3,27.3,3.7,0.0,0.0,0.0,22.2,37.0,45.5,36.4,29.6,18.5,27.3,36.4,,0.0,0.0,8098.45,2.26,71.19,160.37,120.7,0.0,694.54,0.0,0.0,Mason Creek Middle School
6480175,19.6,33.1,47.3,47.8,3.5,,,3.2,3.7,3.2,3.7,3.8,,3.1,6.6,2.9,,83400.94,55128.27,61557.01,215.81,190.45,190.0,386.46,289.47,323.98,20.0,14.13,19.92,27.39999962,56.0,32.0,11.0,,,,,,,,,,,,,,,,,,0.304635761589404,0.0,0.0,6253.94,3.33,67.69,114.66,295.36,0.0,785.47,0.0,0.0,Lithia Springs Comprehensive High School
6480187,33.0,38.4,28.6,28.4,2.7,,,2.4,3.6,2.7,,2.6,,2.2,4.5,2.4,3.0,90942.84,55028.65,64420.35,224.07,190.39,190.0,405.87,289.03,339.05,20.75,15.84,16.64,16.10000038,40.0,31.0,16.0,,,,,,,,,,,,,,,,,,0.6528925619834711,0.0,0.0,5996.59,5.91,42.44,86.13,247.81,0.0,715.83,0.0,0.0,Alexander High School
6480188,32.5,42.7,24.8,27.2,4.0,,,4.0,3.4,4.4,,3.7,,,,4.4,,86565.0,52288.68,58388.02,215.0,190.0,190.0,402.63,275.2,307.31,21.0,12.85,11.57,39.40000153,,54.0,17.0,,31.8,54.5,,,0.0,0.0,,,40.9,45.5,,,27.3,0.0,,,,0.0,0.0,6670.36,14.09,77.26,219.76,117.12,0.0,669.99,0.0,0.0,Chestnut Log Middle School
6480212,29.5,37.2,33.4,32.7,3.0,,,2.5,3.1,2.8,3.8,3.1,,2.9,5.8,2.5,,79210.45,52590.91,57281.56,217.3,190.0,191.68,364.51,276.79,298.84,15.14,12.18,9.91,23.89999962,20.0,24.0,10.0,,,,,,,,,,,,,,,,,,0.461038961038961,0.0,0.0,5605.17,7.37,79.33,72.08,245.99,0.0,670.03,0.0,0.0,New Manchester High School
6480507,100.0,0.0,0.0,0.0,13.9,,,,13.9,,,,,,,,,91504.0,54850.53,57958.76,240.0,190.0,190.0,381.27,288.69,305.05,16.0,14.93,18.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25273.83,0.0,0.0,0.0,1.38,0.0,54.84,0.0,0.0,Youth Villages at Inner Harbour
6482054,28.2,40.3,31.5,32.0,3.7,,,4.0,3.7,3.8,,3.5,,,,3.1,,95792.67,54548.55,66875.45,221.67,190.0,190.0,432.15,287.1,351.98,25.33,13.0,19.4,31.39999962,67.0,31.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,6068.08,1.6,106.24,207.11,109.24,0.0,772.78,0.0,0.0,Turner Middle School
6483550,39.6,43.2,17.3,18.1,1.4,,,1.7,,,,,,,,1.6,,89531.33,51432.96,63668.27,221.67,190.0,190.0,403.9,270.7,335.1,18.33,13.3,16.63,20.60000038,,41.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.0,6977.24,2.52,19.28,129.89,83.32,0.0,878.74,0.0,0.0,Chapel Hill Middle School
6484050,28.5,32.8,38.7,39.7,4.2,,,3.7,5.5,2.9,4.6,5.4,,2.5,5.8,3.9,6.8,81542.77,54502.75,61250.27,211.43,190.56,190.0,385.67,286.01,322.37,19.57,13.78,17.28,25.60000038,50.0,31.0,12.0,,,,,,,,,,,,,,,,,,0.5,0.0,0.0,5771.0,5.25,53.16,91.38,229.2,0.0,727.53,0.0,0.0,Douglas County High School
6485050,25.4,42.2,32.4,35.1,4.0,,,3.9,,,,,,8.8,,4.3,,85838.0,52797.04,58574.63,206.25,190.0,190.0,416.18,277.88,308.29,21.25,11.33,17.43,39.40000153,,56.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.0,6405.6,5.97,174.7,261.47,153.46,0.0,1127.62,0.0,0.0,Stewart Middle School
6492050,26.3,38.9,34.8,31.4,3.4,,,,3.4,3.6,,3.2,,,,3.4,,73082.52,52915.96,55418.65,201.22,196.03,198.26,363.19,269.93,279.53,21.0,12.0,24.4,46.90000153,81.0,36.0,18.0,33.0,,,,,,,,,,,,,,,,,0.4755244755244755,0.0,2.88,8133.52,57.85,682.91,191.79,552.31,0.0,1033.06,0.0,0.0,Early County High School
6510197,28.3,43.6,28.1,26.3,1.1,,,,,1.1,,1.1,,1.2,,1.0,1.0,94267.92,62015.52,71389.09,221.82,193.23,201.92,424.98,320.95,353.55,17.88,13.18,18.17,8.699999809,100.0,42.0,,,36.4,27.3,45.5,63.6,0.0,0.0,0.0,9.1,54.5,72.7,54.5,27.3,9.1,0.0,0.0,0.0,0.6509240246406571,0.0,0.0,4591.05,80.51,323.63,147.74,528.17,0.0,673.98,0.0,0.0,South Effingham High School
6510390,23.2,41.0,35.9,34.9,3.3,,,2.5,,2.3,,4.2,,3.9,8.3,2.3,3.6,99986.42,64691.05,78366.84,220.69,193.43,200.69,453.06,334.45,390.49,20.22,14.47,20.6,14.10000038,36.0,39.0,10.0,,25.0,50.0,58.3,33.3,8.3,16.7,16.7,8.3,41.7,33.3,25.0,41.7,25.0,0.0,0.0,16.7,0.5904365904365905,0.0,0.0,2749.59,91.33,347.58,124.01,479.1,0.0,598.52,0.0,0.0,Effingham County High School
6520176,28.1,43.4,28.5,28.5,3.3,,,3.9,,2.5,,4.0,,4.6,,3.1,2.2,99335.51,60388.3,70567.83,231.95,194.52,202.23,428.26,310.44,348.95,27.2,16.07,21.63,26.39999962,40.0,34.0,17.0,15.0,,,,,,,,,,,,,,,,,0.36787564766839376,0.0,0.0,6749.15,132.11,623.8,133.28,317.57,0.0,972.29,0.0,0.0,Elbert County High School
6530189,29.2,40.3,30.5,29.7,3.7,,,4.3,3.7,2.4,,5.1,,,7.2,2.7,3.1,76956.84,58400.97,63868.38,223.65,195.21,203.15,344.09,299.16,314.39,15.0,14.53,12.2,37.70000076,67.0,31.0,13.0,18.0,,,,,,,,,,,,,,,,,0.46745562130177515,0.0,0.0,5563.56,30.37,235.71,182.09,541.63,0.0,718.17,1.11,0.0,Swainsboro High School
6542050,16.0,28.3,55.7,51.2,2.2,,,,2.2,,,,,,,2.2,,79871.18,53188.07,60625.5,220.76,188.49,199.53,361.8,282.19,303.84,24.25,9.91,18.25,32.79999924,68.0,70.0,,24.0,,,,,,,,,,,,,,,,,0.40551181102362205,0.0,0.0,5532.82,164.68,250.47,252.15,190.15,0.0,1091.23,0.0,0.0,Claxton High School
6550176,21.3,37.8,41.0,37.7,2.2,,,,3.0,2.6,,,,1.8,,2.3,1.8,81735.61,63446.58,70192.25,190.0,189.75,188.47,430.19,334.37,372.44,23.14,16.63,21.54,18.0,63.0,28.0,,,,,,,,,,,,,,,,,,,0.5537190082644629,0.0,0.0,8284.45,375.84,966.98,187.37,613.23,0.0,900.34,0.0,0.0,Fannin County High School
6560105,43.9,38.0,18.1,14.9,0.9,,,,,,,,,1.1,,0.9,,85413.8,66843.16,78540.0,216.0,190.33,197.5,395.43,351.2,397.67,19.8,17.36,25.5,7.099999905,38.0,25.0,,,,,,,,,,,,,,,,,,,0.7861271676300579,0.0,0.0,7130.2,31.48,503.72,95.42,531.35,0.0,802.57,0.0,0.0,Whitewater High School
6560182,41.2,39.2,19.6,16.9,1.0,,,,,1.2,,,,1.0,,0.9,,86766.17,66705.71,71236.56,220.0,189.66,197.14,394.39,351.71,361.34,22.0,15.7,18.29,3.400000095,38.0,23.0,,,,,,,,,,,,,,,,,,,0.8132678132678133,0.0,0.0,5844.4,13.7,535.47,78.81,445.1,0.0,589.47,0.0,0.0,McIntosh High School
6560192,41.5,35.9,22.6,21.9,1.4,,,,,,,1.9,,1.7,,0.9,,87939.0,65605.58,69992.28,216.0,190.46,196.67,407.13,344.47,355.89,21.2,15.47,17.83,12.0,41.0,36.0,10.0,,,,,,,,,,,,,,,,,,0.6524590163934426,0.0,0.0,7437.12,66.91,916.3,107.81,723.3,0.0,929.76,0.0,0.0,Sandy Creek High School
6560398,40.2,34.8,25.1,23.3,2.6,,,2.0,,2.3,,2.9,,2.8,,2.3,,84534.25,66742.35,69159.47,217.5,190.36,196.67,388.66,350.62,351.66,15.75,15.81,13.0,14.89999962,33.0,31.0,11.0,,,,,,,,,,,,,,,,,,0.653125,0.0,0.0,7231.51,23.99,854.69,105.4,573.57,0.0,802.05,0.0,0.0,Fayette County High School
6570107,34.8,34.9,30.2,31.8,1.0,,,,,,,,,,,,,90562.67,58782.04,64809.73,216.67,191.48,195.58,417.98,306.99,331.37,22.0,16.2,20.67,27.39999962,100.0,53.0,,,,,,,,,,,,,,,,,,,0.4375,0.0,0.0,6525.23,5.12,682.98,52.29,189.86,0.0,602.56,0.0,0.66,Pepperell High School
6575050,36.4,37.7,25.8,27.5,3.0,,,,5.3,2.9,,3.2,,2.1,,3.0,3.5,95459.4,60131.89,55904.46,216.67,190.83,193.57,440.58,315.11,288.81,25.33,17.14,19.45,24.79999924,43.0,60.0,,,,,,,,,,,,,,,,,,,0.5038167938931297,0.0,0.0,5730.7,5.76,663.68,112.15,141.18,0.0,632.12,0.0,11.54,Coosa High School
6580107,21.7,42.5,35.7,31.6,0.9,,,,,,,1.3,,0.8,3.9,0.6,0.7,104192.43,64607.48,65913.73,218.57,190.0,190.0,476.7,340.04,346.91,22.14,15.54,15.64,2.799999952,33.0,36.0,,,,,,,,,,,,,,,,,,,0.7293103448275862,0.0,0.0,6215.11,40.9,601.57,45.59,95.05,0.0,678.26,0.0,8.37,West Forsyth High School
6580195,28.6,40.8,30.5,27.9,1.1,,,,2.4,1.2,,1.0,,0.8,,1.1,1.2,107300.0,67435.16,69340.34,224.0,190.0,190.0,479.02,354.92,364.95,22.6,17.44,16.18,5.099999905,40.0,27.0,,,,,,,,,,,,,,,,,,,0.7096774193548387,0.0,0.0,7374.57,2.59,747.22,57.41,39.57,0.0,624.53,0.0,19.08,North Forsyth High School
6580702,34.3,39.3,26.4,23.6,0.6,,,,,,,1.0,,,,0.5,,96779.29,61349.16,66907.5,218.57,190.0,190.83,442.78,322.89,350.61,18.43,13.54,14.67,4.300000191,67.0,56.0,,,23.1,46.2,30.8,46.2,0.0,7.7,0.0,7.7,61.5,46.2,61.5,30.8,15.4,0.0,7.7,15.4,0.8016806722689076,0.0,0.0,6230.74,7.08,560.75,57.24,53.92,0.0,553.74,0.0,10.85,Denmark High School
6580704,26.0,39.9,34.1,30.8,1.5,,,,,,,2.2,,1.6,,1.3,1.2,101181.4,64636.28,69561.29,212.0,190.0,190.0,477.27,340.19,366.11,21.0,14.76,15.0,7.900000095,71.0,99.0,,,,,,,,,,,,,,,,,,,0.6733067729083665,0.0,0.0,8654.61,2.85,1225.43,75.24,86.1,0.0,946.83,0.0,24.25,East Forsyth High School
6585050,30.2,39.9,30.0,27.9,1.7,,,,1.9,1.3,2.2,2.0,,1.6,2.7,1.5,1.5,103147.43,64958.56,68385.51,218.57,188.86,190.0,471.92,343.95,359.92,20.57,15.94,17.07,8.300000191,50.0,27.0,,,27.3,36.4,54.5,18.2,0.0,0.0,0.0,9.1,45.5,36.4,36.4,45.5,27.3,27.3,9.1,27.3,0.6750448833034112,0.0,0.0,8572.0,15.54,668.99,59.09,72.05,0.0,616.83,0.0,4.91,Forsyth Central High School
6593050,19.1,36.7,44.2,39.4,2.5,,,,,,,3.4,,2.3,,2.1,2.7,91801.77,60853.85,59436.96,228.09,195.52,195.26,402.48,311.23,304.39,26.86,15.7,12.33,21.5,25.0,33.0,14.0,,,,,,,,,,,,,,,,,,0.4645669291338583,0.0,0.0,5806.76,74.98,472.1,121.44,358.24,0.0,798.4,0.0,0.0,Franklin County High School
6600106,28.9,41.0,30.1,26.8,0.7,,,,,,,,,0.6,,0.5,,109732.51,68684.27,68691.76,223.09,190.0,195.67,491.87,361.5,351.06,21.31,13.95,11.24,4.400000095,20.0,27.0,,13.0,,,,,,,,,,,,,,,,,0.8199643493761141,0.0,0.0,5965.75,72.2,409.34,77.98,731.66,0.0,589.49,0.0,6.21,Milton High School
6600118,29.3,36.1,34.6,35.4,2.5,,,2.2,2.5,,,2.9,,,,2.0,,83978.13,52464.16,64211.71,229.38,190.0,203.89,366.12,276.13,314.93,10.8,6.48,8.8,33.0,59.0,52.0,,12.0,,,,,,,,,,,,,,,,,0.3902439024390244,0.0,0.0,9299.05,0.0,78.22,0.0,1.43,0.0,0.0,0.0,0.0,Hapeville Charter Career Academy
6600119,23.5,44.6,31.8,27.9,0.8,,,,,,,,,0.8,,0.7,,101480.42,66228.84,69532.64,223.24,190.0,195.47,454.59,348.57,355.72,15.76,12.46,12.57,2.099999905,40.0,40.0,,,,,,,,,,,,,,,,,,,0.8336755646817249,0.0,0.0,6230.19,76.09,391.63,68.33,784.92,0.0,684.42,0.0,8.24,Cambridge High School
6600176,3.4,14.0,82.6,85.7,5.9,,,5.9,5.9,4.6,,7.2,,,9.1,5.3,,103752.04,65814.51,77744.84,223.5,190.0,194.24,464.22,346.39,400.26,17.0,11.46,12.09,43.70000076,40.0,42.0,22.0,16.0,,,,,,,,,,,,,,,,,0.37797619047619047,0.0,0.0,7339.82,524.05,487.44,61.59,1339.27,0.0,833.18,0.0,18.15,Banneker High School
6600186,21.1,40.3,38.6,42.9,3.6,,,3.4,3.6,,,5.5,,,,3.6,,109133.95,69530.64,74784.23,220.78,190.0,191.09,494.32,365.95,391.35,16.81,14.65,15.64,47.5,,35.0,11.0,10.0,74.3,71.4,69.2,38.5,0.0,0.0,0.0,0.0,11.4,25.7,23.1,38.5,14.3,2.9,7.7,23.1,,0.0,0.0,8789.72,469.82,541.25,143.87,760.19,0.0,1216.04,0.0,20.13,Camp Creek Middle School
6600189,21.7,35.1,43.2,50.1,2.3,,,2.5,2.3,,,,,,,2.4,,108245.68,66385.56,82032.66,220.19,190.0,191.78,491.59,349.4,427.74,15.6,12.42,15.89,52.70000076,,53.0,15.0,10.0,63.3,43.3,64.3,50.0,10.0,6.7,0.0,0.0,13.3,46.7,28.6,21.4,13.3,3.3,7.1,28.6,,0.0,0.0,6780.26,604.47,477.31,192.5,543.11,0.0,837.3,0.0,6.66,McNair Middle School
6600191,33.0,42.1,24.9,23.8,1.9,,,,4.5,1.5,4.5,2.3,,1.6,5.7,1.5,,104373.78,66791.33,75356.04,222.44,190.0,196.38,469.21,351.53,383.72,17.53,13.14,12.31,7.5,40.0,36.0,,,,,,,,,,,,,,,,,,,0.7279279279279279,0.0,0.0,6567.92,57.66,342.99,71.21,828.08,0.0,564.0,0.0,5.02,Roswell High School
6600198,29.1,38.7,32.2,30.8,2.9,,,3.1,5.7,2.2,4.1,3.5,,2.3,3.4,2.8,1.8,92536.81,63579.5,70634.22,222.41,190.0,195.27,416.07,334.63,361.72,12.26,10.91,10.48,11.0,67.0,55.0,11.0,13.0,27.3,72.7,45.5,36.4,9.1,0.0,9.1,0.0,45.5,27.3,45.5,45.5,18.2,0.0,0.0,18.2,0.6674364896073903,0.0,0.0,7052.21,114.82,423.15,96.95,1060.94,0.0,708.21,0.0,10.1,Centennial High School
6600203,52.7,36.6,10.7,9.3,0.7,,,,,,,,,0.7,,0.7,,108076.99,66050.09,73508.16,223.13,190.0,196.82,484.36,347.63,373.47,19.41,12.38,13.8,2.200000048,20.0,34.0,10.0,,,,,,,,,,,,,,,,,,0.8630434782608696,0.0,0.65,6279.57,111.36,393.99,90.85,898.13,0.0,683.17,0.0,5.39,Northview High School
6600205,41.0,38.7,20.3,18.5,1.3,,,,,1.1,,1.4,,1.1,,1.1,,109045.75,65423.74,74052.02,222.62,190.0,195.95,489.82,344.34,377.92,17.81,12.49,10.88,3.0,,34.0,15.0,13.0,,,,,,,,,,,,,,,,,0.8234165067178503,0.0,0.0,6008.79,203.46,328.41,73.76,747.7,0.0,664.0,0.0,5.62,Alpharetta High School
6600284,39.3,42.7,17.9,20.1,3.4,,,7.9,,,,3.7,,,,3.3,,102718.91,63238.38,66186.8,220.51,190.0,191.51,465.82,332.83,345.61,17.06,11.18,9.86,20.20000076,33.0,48.0,,11.0,50.0,63.6,,,25.0,9.1,,,25.0,27.3,,,0.0,0.0,,,,0.0,0.0,8425.06,413.87,433.31,282.03,540.62,0.0,1029.74,0.0,13.77,Holcomb Bridge Middle School
6600286,41.2,43.5,15.2,15.1,2.2,,,,,2.6,,,,2.1,,2.1,,111308.69,65267.03,79126.29,219.94,190.0,193.58,506.09,343.51,408.75,18.33,11.94,13.53,18.79999924,,39.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,7863.47,276.67,371.4,105.75,258.87,0.0,730.5,0.0,10.89,Ridgeview Charter School
6600289,27.7,37.6,34.8,40.9,2.1,,,2.4,2.1,3.7,,,,,,2.5,,100657.19,63197.64,75236.64,220.69,190.0,190.0,456.11,332.62,395.98,15.31,10.84,14.86,60.20000076,50.0,62.0,19.0,17.0,53.8,61.5,,,0.0,0.0,,,0.0,15.4,,,46.2,23.1,,,,0.0,0.0,5204.7,828.78,550.12,17.8,372.4,0.0,842.78,0.0,6.51,Woodland Middle School
6600291,20.8,30.5,48.6,52.1,4.8,,,4.6,4.8,4.2,6.0,5.3,,,6.7,4.5,,105509.36,69626.41,77594.87,223.54,190.0,194.61,471.99,366.45,398.71,19.38,13.72,13.28,35.20000076,22.0,42.0,18.0,10.0,18.2,27.3,63.6,63.6,0.0,0.0,9.1,0.0,36.4,27.3,9.1,18.2,45.5,45.5,18.2,18.2,0.3781094527363184,0.0,-0.29,6842.22,316.73,343.64,71.84,930.89,0.0,613.38,0.0,8.28,Creekside High School
6600302,36.9,40.3,22.8,21.8,3.1,,,,,3.1,3.4,3.2,,2.3,,2.9,,102885.66,63077.26,84034.51,219.48,190.0,192.67,468.77,331.99,436.16,15.95,10.91,14.08,14.30000019,33.0,44.0,10.0,,60.0,90.0,,,0.0,0.0,,,30.0,10.0,,,10.0,0.0,,,,0.0,0.0,7802.92,211.25,354.88,163.66,455.6,0.0,786.53,0.0,7.75,Elkins Pointe Middle School
6600383,18.5,25.0,56.5,78.7,18.1,,,19.3,18.1,15.4,,20.0,,,,16.9,,104628.89,64715.56,83468.41,232.48,190.0,193.44,450.05,340.61,431.49,11.67,10.33,15.0,22.20000076,,33.0,,,,,,,,,,,,,,,,,,,0.16279069767441862,0.0,0.0,8749.89,2032.91,1685.32,0.0,1064.51,0.0,3333.18,0.0,33.88,McClarin High School
6600386,12.5,18.8,68.7,88.2,35.8,,,24.7,26.0,44.6,45.6,30.2,,38.8,,36.2,28.8,107049.25,71806.98,70549.86,230.09,190.0,194.95,465.25,377.93,361.89,11.2,15.7,10.75,6.900000095,,20.0,20.0,,,,,,,,,,,,,,,,,,,0.0,0.0,8402.65,419.57,1487.53,381.0,1214.65,0.0,2815.48,0.0,3.04,Independence High School
6600391,29.3,39.9,30.8,32.5,3.5,,,3.7,3.5,4.3,,2.7,,,,3.5,,97870.26,67514.05,80047.33,219.6,190.0,191.85,445.67,355.34,417.23,15.65,12.63,13.71,39.20000076,50.0,43.0,11.0,,,,,,,,,,,,,,,,,,,0.0,0.0,6681.1,327.91,342.65,155.63,382.46,0.0,747.04,0.0,2.79,Bear Creek Middle School
6600392,41.3,39.4,19.4,16.5,0.6,,,,,,,,,0.6,,0.7,,106105.23,66133.21,75207.04,222.05,190.0,196.79,477.85,348.07,382.17,16.29,12.05,12.37,3.200000048,,29.0,10.0,,,,,,,,,,,,,,,,,,0.8412698412698413,0.0,0.0,6329.04,56.92,363.0,85.94,707.09,0.0,626.68,0.0,5.15,Chattahoochee High School
6600402,65.2,29.1,5.7,6.4,1.4,,,,,,,,,1.3,,,,105669.56,68405.62,73961.84,219.93,190.0,194.21,480.47,360.03,380.83,16.65,15.84,16.8,3.200000048,,20.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,7624.14,211.47,360.59,123.0,224.77,0.0,846.47,0.0,8.13,River Trail Middle School
6600497,49.1,41.1,9.8,8.4,1.2,,,,,,,,,,,,,109324.37,67093.63,74389.52,220.34,190.0,193.62,496.17,353.12,384.2,20.11,13.81,15.42,3.299999952,,22.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,7615.99,124.51,361.33,142.61,250.74,0.0,778.91,0.0,8.94,Webb Bridge Middle School
6600603,34.8,42.5,22.7,25.4,2.8,,,2.7,,3.2,,,,2.8,,3.0,,113021.78,60582.26,75563.37,219.96,190.0,192.69,513.83,318.85,392.15,16.71,9.52,11.41,24.89999962,,51.0,,,27.3,18.2,,,0.0,0.0,,,18.2,36.4,,,54.5,45.5,,,,0.0,0.0,7326.14,343.99,534.08,147.26,278.34,0.0,753.65,0.0,12.68,Sandy Springs Middle School
6600691,10.4,28.4,61.2,62.5,5.2,,,5.1,5.2,4.5,4.3,5.9,,,7.8,4.8,,107930.73,69140.59,74884.33,222.2,190.0,194.61,485.74,363.9,384.79,15.5,12.73,12.29,40.0,,41.0,12.0,20.0,,,,,,,,,,,,,,,,,0.329608938547486,0.0,0.0,7042.36,453.09,518.03,85.4,1261.81,0.0,568.96,0.0,18.57,Tri-Cities High School
6600803,29.3,38.4,32.3,36.5,6.2,,,6.7,6.2,5.4,,7.0,,,,6.7,,102945.08,70329.96,69392.11,219.56,190.0,190.82,468.86,370.16,363.65,12.93,14.59,11.33,50.79999924,67.0,62.0,18.0,16.0,42.9,33.3,,,0.0,0.0,,,0.0,4.8,,,57.1,61.9,,,,0.0,0.0,7739.51,548.29,495.96,93.25,562.92,0.0,819.05,0.0,19.36,Paul D. West Middle School
6600910,38.0,42.1,20.0,17.1,0.6,,,,,,,,,,,,,104466.97,69809.25,72170.79,223.38,190.0,195.37,467.67,367.42,369.4,18.18,15.92,16.45,2.0,,23.0,,,,,,,,,,,,,,,,,,,0.8514851485148515,0.0,0.0,6135.77,75.79,339.9,83.51,789.47,0.0,604.56,0.0,3.85,Johns Creek High School
6601110,18.0,31.4,50.6,53.1,4.0,,,3.6,5.4,2.6,4.9,5.1,,2.8,3.9,4.0,,105977.79,67743.45,75802.66,222.52,190.0,194.56,476.26,356.54,389.6,18.94,12.21,13.8,32.29999924,60.0,42.0,16.0,16.0,,,,,,,,,,,,,,,,,0.3803827751196172,0.0,0.0,6229.39,438.32,499.09,80.06,1086.44,0.0,665.33,0.0,4.51,Langston Hughes High School
6601313,50.6,34.6,14.9,13.8,7.9,,,9.1,7.1,9.9,,,,,,8.4,,84120.83,55179.22,54661.26,205.42,190.0,196.43,409.51,290.42,278.28,14.29,6.97,7.33,39.0,30.0,75.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,11243.29,0.0,139.97,0.0,1.12,0.0,0.0,0.0,0.0,RISE Prep School
6601320,22.4,22.4,55.3,77.9,37.5,,,37.8,20.7,37.1,,37.8,,43.6,39.7,37.2,,,46064.52,28800.0,,190.0,190.0,,242.44,151.58,,13.5,21.5,18.60000038,100.0,70.0,,11.0,,,,,,,,,,,,,,,,,,0.0,0.0,14817.94,0.0,270.67,0.0,2.09,0.0,0.0,0.0,0.0,Skyview High School
6601321,75.0,25.0,0.0,10.0,55.0,,,,64.7,55.0,,,,,,,,61000.0,55000.0,,210.0,190.0,,290.48,289.47,,9.0,1.5,,75.0,100.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26753.63,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,Wellspring Living
